Revenue,Expenses,Profit,Assets,Liabilities,Debt_Ratio,Market_Cap,Share_Price,Industry,Region,Company_Size,Listing_Status
344038.66,163812.47,180226.19,1162219.87,358551.45,0.31,12241119.95,147.6,Finance,Asia,Large,Private
698385.26,482660.73,215724.53,1053004.68,245396.06,0.23,19231369.34,91.38,Manufacturing,South America,Medium,Listed
123403.31,-115360.34,238763.65,705951.39,164295.82,0.23,12967064.82,132.18,Retail,Europe,Large,Private
195280.44,11871.44,183409.0,1294019.09,1156032.69,0.89,8477198.7,114.77,Finance,North America,Medium,Listed
496373.15,420910.74,75462.41,1104995.7,374147.44,0.34,5065680.03,155.03,Technology,Africa,Small,Listed
558656.89,335376.01,223280.88,164401.38,90813.34,0.55,3740616.37,194.26,Healthcare,Asia,Large,Private
596946.93,290290.63,306656.3,1182127.08,137207.52,0.12,5091738.73,218.68,Manufacturing,North America,Large,Private
439640.3,258453.37,181186.93,831120.99,619275.69,0.75,9252619.8,154.28,Technology,North America,Small,Private
1006073.93,879632.1,126441.83,790014.06,508912.99,0.64,16028836.61,99.45,Finance,Europe,Small,Private
454421.49,220550.84,233870.65,668029.75,189067.66,0.28,9356501.4,220.77,Manufacturing,Europe,Large,Private
453842.77,166651.16,287191.61,598789.03,77152.81,0.13,7199277.51,169.53,Technology,North America,Large,Listed
340602.67,114133.99,226468.68,1082633.29,346079.74,0.32,10570226.69,121.71,Healthcare,Asia,Large,Listed
524781.36,238546.36,286235.0,1218410.46,734536.19,0.6,18241409.78,133.33,Manufacturing,Asia,Medium,Private
622992.25,383308.82,239683.43,1061268.94,119034.37,0.11,6225915.96,116.62,Manufacturing,Europe,Medium,Private
740715.61,505373.06,235342.55,1379781.39,221161.08,0.16,12290672.87,186.18,Finance,South America,Small,Private
202143.15,28043.18,174099.97,1232561.84,526892.89,0.43,8186537.7,199.05,Finance,Asia,Medium,Private
450800.93,236530.59,214270.34,197215.17,47489.28,0.24,11005144.52,166.62,Healthcare,Europe,Small,Private
589340.72,390814.27,198526.45,633392.03,383485.96,0.61,13193459.83,204.67,Finance,North America,Medium,Private
617411.51,420598.3,196813.21,1475367.69,353685.86,0.24,16870468.31,146.8,Healthcare,Europe,Large,Listed
501309.73,314002.99,187306.74,492246.57,440507.47,0.89,9723309.6,267.52,Manufacturing,North America,Large,Listed
608484.79,397204.12,211280.67,-94011.2,-42178.15,0.45,15670038.26,143.63,Retail,Europe,Small,Private
338207.22,203024.47,135182.75,1732580.01,378834.41,0.22,12026512.44,53.31,Retail,Asia,Medium,Private
811581.09,570995.17,240585.92,1118645.01,177939.72,0.16,3517949.92,195.71,Retail,Europe,Small,Listed
698525.62,542412.88,156112.74,726777.28,317200.7,0.44,9021095.48,129.88,Finance,South America,Small,Private
231014.44,43528.0,187486.44,660640.36,493679.21,0.75,21622257.01,203.68,Retail,Africa,Large,Listed
284979.39,68451.4,216527.99,1251762.46,564630.08,0.45,9428452.67,164.64,Manufacturing,North America,Small,Private
290615.65,136979.32,153636.33,1191199.15,253563.66,0.21,8426764.53,115.79,Retail,South America,Large,Listed
635593.99,533917.14,101676.85,1130880.94,555225.47,0.49,8414236.78,145.13,Technology,Asia,Medium,Private
243054.45,62206.78,180847.67,924500.19,341969.39,0.37,7672457.58,76.86,Healthcare,Asia,Medium,Private
433795.13,305350.0,128445.13,487766.77,244612.52,0.5,3118502.99,111.85,Manufacturing,North America,Small,Private
590940.88,355325.33,235615.55,985614.08,406969.7,0.41,-1490464.5,166.32,Technology,Asia,Large,Listed
486766.81,344441.99,142324.82,1426058.01,881747.76,0.62,6132292.2,188.03,Manufacturing,North America,Large,Private
551777.5,277519.72,274257.78,783219.6,581853.57,0.74,8242673.85,189.58,Retail,Asia,Large,Private
286839.46,87129.1,199710.36,1240427.51,1003707.49,0.81,12752872.18,118.92,Technology,Europe,Medium,Listed
618970.87,416012.16,202958.71,838147.5,580863.12,0.69,8150025.56,203.49,Healthcare,South America,Large,Listed
377357.62,276389.19,100968.43,1320497.66,507095.4,0.38,10633851.14,151.24,Manufacturing,North America,Large,Listed
435076.07,227832.94,207243.13,608021.48,278939.84,0.46,4090959.68,179.46,Manufacturing,Africa,Small,Private
547546.35,351555.35,195991.0,1005475.05,616770.83,0.61,1426267.12,203.7,Manufacturing,South America,Medium,Private
520615.64,385570.09,135045.55,1182589.51,326232.47,0.28,11738391.22,162.3,Retail,Africa,Small,Private
504796.0,300432.58,204363.42,729819.79,482710.29,0.66,13255142.95,103.87,Finance,South America,Medium,Listed
349874.64,169770.79,180103.85,1145045.35,709735.53,0.62,14910113.35,209.04,Finance,North America,Large,Private
440090.12,250929.51,189160.61,988179.31,617799.52,0.63,16021730.88,171.75,Finance,Asia,Large,Private
500436.72,299142.63,201294.09,982337.74,360185.47,0.37,16592862.39,170.81,Healthcare,Europe,Large,Listed
224982.95,48555.66,176427.29,728898.49,423674.79,0.58,13435800.05,90.15,Manufacturing,Asia,Medium,Listed
407493.41,195170.58,212322.83,1398937.02,361185.33,0.26,7147037.69,209.72,Finance,Asia,Small,Listed
577535.98,381863.75,195672.23,621948.27,156579.69,0.25,11414560.4,171.38,Finance,South America,Small,Private
244512.68,20874.26,223638.42,1111905.9,794808.84,0.71,8391193.52,82.36,Manufacturing,North America,Medium,Private
731316.33,557750.06,173566.27,660316.79,266535.73,0.4,8850469.29,139.22,Manufacturing,Africa,Small,Listed
753922.65,607168.64,146754.01,973531.58,521500.47,0.54,11958852.77,146.1,Healthcare,Africa,Medium,Private
250969.88,86413.31,164556.57,1257145.1,420130.03,0.33,16329097.88,152.7,Healthcare,North America,Medium,Private
771523.93,499391.09,272132.84,884459.48,255329.31,0.29,13802811.88,139.82,Healthcare,South America,Medium,Listed
471283.68,223485.35,247798.33,-230478.45,-166841.83,0.72,9958961.43,150.69,Finance,Europe,Small,Private
583702.91,323033.95,260668.96,462121.61,339818.78,0.74,10492599.88,197.69,Manufacturing,Europe,Medium,Listed
400669.79,136534.09,264135.7,136800.83,105203.69,0.77,11801483.43,146.59,Finance,Africa,Large,Private
684608.97,507924.87,176684.1,1027164.04,804840.75,0.78,15891426.89,122.28,Finance,North America,Small,Private
581218.8,366428.2,214790.6,997995.07,428243.38,0.43,19281176.89,157.49,Healthcare,North America,Medium,Listed
337169.35,133377.4,203791.95,859750.36,642382.98,0.75,10649650.9,204.9,Retail,Asia,Medium,Listed
266959.6,33982.67,232976.93,749417.44,282341.16,0.38,8982617.59,187.15,Manufacturing,North America,Small,Private
207939.51,22397.92,185541.59,1088452.75,154575.98,0.14,10789013.78,34.19,Manufacturing,Africa,Small,Private
537588.36,332939.65,204648.71,421072.35,274316.01,0.65,15157649.38,84.9,Manufacturing,North America,Large,Listed
614494.28,410880.71,203613.57,1382422.46,358279.02,0.26,12605122.9,60.04,Finance,South America,Small,Private
630193.14,403580.02,226613.12,1030048.01,475035.12,0.46,7444508.83,171.47,Finance,Asia,Small,Listed
476403.78,243617.92,232785.86,622081.88,143760.34,0.23,10062062.53,204.54,Technology,Africa,Medium,Private
268600.71,63917.16,204683.55,832632.21,344067.79,0.41,10080109.54,147.23,Finance,Africa,Medium,Private
363585.04,157385.5,206199.54,947466.53,765451.61,0.81,6766005.65,156.31,Finance,Asia,Large,Private
730469.73,519174.83,211294.9,447685.09,264367.78,0.59,6707262.82,101.02,Manufacturing,South America,Large,Listed
403074.29,120746.72,282327.57,1268351.2,277149.05,0.22,3955109.21,204.96,Healthcare,North America,Small,Listed
528683.53,415183.42,113500.11,1386188.33,943163.82,0.68,9262454.19,111.48,Retail,Africa,Medium,Private
284869.9,133353.88,151516.02,1046965.51,814826.83,0.78,15655580.85,204.81,Technology,Europe,Large,Listed
567316.61,333632.63,233683.98,1376219.33,320816.11,0.23,15094397.43,119.73,Manufacturing,South America,Small,Private
408463.09,194973.87,213489.22,2060003.43,1432273.59,0.7,9868876.17,231.17,Healthcare,Africa,Small,Listed
709342.54,496205.06,213137.48,248642.67,134093.02,0.54,18917978.25,79.47,Healthcare,North America,Small,Listed
654711.54,421336.77,233374.77,1020762.52,595524.15,0.58,9726503.74,97.46,Finance,Asia,Large,Private
400858.81,190159.17,210699.64,462752.93,393904.51,0.85,8296288.66,208.77,Finance,Africa,Small,Listed
474667.19,302631.31,172035.88,1624286.83,209936.76,0.13,113352.35,207.57,Retail,Asia,Small,Private
389776.75,158336.29,231440.46,1098523.65,671232.68,0.61,10996046.07,136.46,Retail,Africa,Small,Private
216113.36,15069.0,201044.36,720761.89,119065.58,0.17,5521837.63,82.08,Manufacturing,Europe,Medium,Private
328511.51,150890.37,177621.14,895857.03,655470.78,0.73,17260418.54,25.07,Technology,South America,Medium,Listed
539643.47,305125.44,234518.03,1534519.91,1253559.99,0.82,3783278.62,219.83,Healthcare,Asia,Medium,Listed
565051.9,332500.21,232551.69,1180913.87,199838.74,0.17,16435350.68,170.91,Technology,Europe,Large,Listed
529709.58,318971.26,210738.32,1231568.03,148615.18,0.12,11024091.49,157.94,Manufacturing,Asia,Large,Private
439653.39,153797.43,285855.96,1595231.76,1379133.65,0.86,4254845.62,115.35,Finance,Europe,Medium,Private
686613.32,420271.98,266341.34,1381748.62,1162356.16,0.84,1693835.07,130.68,Retail,Europe,Large,Listed
512708.38,262615.52,250092.86,1449603.03,1216213.93,0.84,11851162.18,193.26,Finance,Africa,Large,Private
640650.77,312332.49,328318.28,949465.68,808705.61,0.85,5395463.71,93.88,Manufacturing,North America,Medium,Private
145244.97,-47431.86,192676.83,98446.19,49230.73,0.5,145125.97,192.62,Retail,Europe,Large,Private
-284480.05,-461240.03,176759.98,1041425.38,918036.97,0.88,19897043.2,182.37,Finance,North America,Large,Private
556757.61,313739.46,243018.15,734216.71,597542.26,0.81,14341880.41,229.44,Retail,Asia,Medium,Private
215046.87,27678.58,187368.29,1315433.97,234318.99,0.18,4276447.1,176.81,Healthcare,Asia,Medium,Private
457509.66,256913.27,200596.39,291872.61,218953.27,0.75,913247.25,193.74,Retail,South America,Medium,Listed
439580.59,288876.59,150704.0,1331294.12,891907.62,0.67,15904450.98,78.97,Retail,Asia,Medium,Private
817480.12,587147.15,230332.97,1075416.34,222910.58,0.21,3228056.91,138.26,Technology,North America,Medium,Private
579999.31,453549.67,126449.64,1141519.15,788034.5,0.69,10496298.86,145.05,Finance,North America,Large,Private
533171.81,337993.72,195178.09,1247504.52,608705.04,0.49,12188096.29,168.8,Technology,Africa,Medium,Private
667398.23,468166.02,199232.21,988614.27,774143.41,0.78,7427664.5,155.68,Manufacturing,North America,Small,Listed
573699.52,395501.46,178198.06,866804.46,654469.92,0.76,5114876.74,200.18,Healthcare,Europe,Medium,Listed
408464.6,296325.34,112139.26,1453990.89,1241511.44,0.85,490598.1,156.92,Manufacturing,Europe,Medium,Private
714295.19,602526.74,111768.45,1237263.83,198238.49,0.16,12295119.87,106.48,Healthcare,South America,Small,Private
278049.97,115358.59,162691.38,1275536.21,852308.59,0.67,21902690.46,99.15,Healthcare,Africa,Large,Listed
564649.44,337696.92,226952.52,966990.15,388399.64,0.4,4263019.28,225.82,Technology,North America,Large,Listed
190486.04,-23960.2,214446.24,1043812.22,752374.55,0.72,5016180.0,164.27,Retail,North America,Large,Private
540788.77,341610.54,199178.23,994703.91,578967.33,0.58,13875153.87,156.33,Technology,Europe,Large,Listed
538597.93,382827.35,155770.58,302336.87,150099.52,0.5,-2188671.18,162.98,Finance,North America,Medium,Listed
835290.99,618234.38,217056.61,447549.98,46271.16,0.1,6051659.58,159.96,Finance,Asia,Medium,Listed
187005.22,76956.68,110048.54,950726.65,556873.93,0.59,11044811.48,134.72,Manufacturing,Asia,Large,Private
379822.56,299650.03,80172.53,249030.22,108652.96,0.44,5860574.85,180.27,Healthcare,South America,Medium,Listed
664536.49,476690.07,187846.42,955944.47,349896.6,0.37,12591604.22,200.75,Manufacturing,South America,Large,Listed
567063.45,394366.02,172697.43,642296.15,572296.33,0.89,12066656.96,192.5,Technology,North America,Medium,Private
536061.01,285402.45,250658.56,969609.31,640226.36,0.66,10574378.18,147.84,Healthcare,Europe,Small,Listed
308772.86,100873.67,207899.19,1068001.44,568078.32,0.53,6205217.72,97.34,Retail,North America,Medium,Private
381836.33,99299.56,282536.77,256712.61,204080.9,0.79,7948755.08,85.37,Manufacturing,Asia,Large,Listed
749008.2,576418.95,172589.25,1130030.68,318305.45,0.28,10391653.96,198.12,Retail,North America,Medium,Listed
489698.16,265359.55,224338.61,820182.57,488768.3,0.6,11053430.97,125.77,Technology,North America,Large,Private
575071.94,387685.8,187386.14,70877.74,55904.08,0.79,17135796.95,157.52,Technology,Europe,Medium,Listed
476962.33,207876.34,269085.99,815647.84,162206.66,0.2,13646273.71,106.31,Finance,Asia,Medium,Listed
263382.9,73585.42,189797.48,1151868.79,332741.81,0.29,8117033.02,159.92,Retail,South America,Large,Private
686762.09,444041.75,242720.34,837727.65,139151.39,0.17,12823714.03,205.76,Manufacturing,Europe,Medium,Private
600646.48,454527.43,146119.05,813339.4,727088.6,0.89,13163535.29,214.94,Finance,South America,Large,Private
961127.37,781888.0,179239.37,1061546.26,599487.29,0.56,6720820.38,80.47,Retail,South America,Medium,Listed
296883.72,101085.89,195797.83,808302.87,397352.5,0.49,12909442.18,185.27,Technology,Asia,Small,Private
664514.58,401343.7,263170.88,893139.15,331129.69,0.37,8821962.52,105.46,Manufacturing,Asia,Small,Private
237691.21,147550.56,90140.65,469415.62,215724.71,0.46,11459716.45,237.95,Retail,Asia,Medium,Listed
531469.31,348101.53,183367.78,792686.28,571277.63,0.72,15046179.48,247.14,Healthcare,North America,Large,Listed
695301.32,513625.33,181675.99,1753631.73,1461431.51,0.83,15129951.88,169.09,Retail,Africa,Medium,Private
85572.98,-10578.34,96151.32,1071366.14,197084.4,0.18,5653002.13,154.97,Healthcare,Europe,Medium,Listed
459013.51,282215.3,176798.21,1107649.71,376272.53,0.34,4433125.69,140.54,Technology,South America,Small,Listed
387358.05,264391.41,122966.64,742930.86,186700.35,0.25,18889533.34,224.18,Technology,South America,Medium,Listed
359608.54,276141.71,83466.83,842125.14,377599.36,0.45,18913380.77,157.98,Healthcare,South America,Large,Listed
577042.53,390158.17,186884.36,908606.02,476461.48,0.52,13662504.0,164.81,Healthcare,South America,Medium,Listed
724137.14,538944.4,185192.74,1349679.15,913765.13,0.68,8518321.21,138.43,Technology,Europe,Large,Private
473344.26,285591.94,187752.32,1479539.23,1184410.43,0.8,8533202.07,152.21,Technology,Africa,Small,Private
541097.29,328454.38,212642.91,818259.85,436708.43,0.53,5101977.39,176.41,Finance,Africa,Medium,Listed
522861.75,366831.59,156030.16,990632.55,486415.31,0.49,11086471.97,171.71,Finance,Europe,Large,Listed
500360.7,210817.9,289542.8,905986.69,507898.26,0.56,9388373.86,194.9,Technology,Africa,Small,Listed
282131.47,83796.17,198335.3,1304945.49,1057956.06,0.81,9529182.6,161.85,Technology,South America,Large,Private
721688.92,457367.4,264321.52,1187434.69,734828.22,0.62,4248524.76,142.75,Healthcare,North America,Medium,Private
559039.07,443034.03,116005.04,964018.6,703635.18,0.73,14768812.09,166.14,Manufacturing,Asia,Small,Listed
578976.3,420702.78,158273.52,1403858.44,948439.24,0.68,12243122.52,161.52,Manufacturing,Europe,Small,Private
338698.07,104382.33,234315.74,1207245.43,1012645.88,0.84,12282018.44,114.34,Technology,Africa,Small,Listed
408155.92,219484.13,188671.79,691550.1,521117.6,0.75,1070248.5,44.54,Technology,South America,Small,Private
464773.16,318432.13,146341.03,1003284.87,374188.47,0.37,2412976.9,101.57,Finance,North America,Large,Private
193175.06,85106.55,108068.51,929391.99,728173.87,0.78,4503848.74,87.58,Retail,South America,Medium,Listed
162393.13,-74267.05,236660.18,604850.32,286672.87,0.47,13867498.88,194.44,Healthcare,North America,Medium,Listed
379850.41,147270.3,232580.11,909876.13,707681.76,0.78,7554047.55,103.25,Retail,North America,Small,Private
604504.15,392338.12,212166.03,1455635.01,1200312.16,0.82,4827574.39,221.37,Manufacturing,South America,Small,Private
369372.52,194167.83,175204.69,1437964.93,932111.19,0.65,13269828.33,112.69,Finance,Africa,Medium,Listed
296238.96,151893.46,144345.5,1365299.87,921722.76,0.68,8379519.67,180.24,Finance,Europe,Small,Listed
337062.87,139711.95,197350.92,1311657.52,279234.44,0.21,11865180.32,245.6,Finance,South America,Small,Private
408931.52,274697.45,134234.07,1083193.31,388948.69,0.36,4909169.06,180.13,Manufacturing,South America,Medium,Private
429228.21,266807.41,162420.8,759454.93,414803.65,0.55,9865155.26,246.5,Manufacturing,Africa,Small,Private
933104.29,670041.76,263062.53,1225502.94,125996.55,0.1,16676641.63,102.75,Healthcare,Europe,Small,Private
710924.13,603465.92,107458.21,341469.22,265602.38,0.78,16199305.45,209.77,Finance,Europe,Small,Private
704954.82,471078.43,233876.39,731247.21,289269.42,0.4,6034960.37,114.67,Finance,North America,Medium,Private
733716.07,459006.27,274709.8,1441902.55,978646.13,0.68,8621219.06,199.33,Retail,Asia,Medium,Listed
300235.83,59422.84,240812.99,803161.51,574612.34,0.72,14059909.54,147.14,Retail,Asia,Small,Private
255527.08,35616.44,219910.64,1255990.44,676308.7,0.54,10442611.9,162.06,Finance,Europe,Large,Listed
278625.94,101804.58,176821.36,854776.41,625851.24,0.73,11764671.33,148.91,Technology,Asia,Medium,Listed
766901.23,599195.63,167705.6,1220067.03,788073.35,0.65,16918847.75,134.6,Finance,South America,Medium,Private
390561.64,302968.18,87593.46,383963.09,148929.93,0.39,11088933.22,156.38,Technology,South America,Medium,Listed
249728.76,47878.43,201850.33,1508719.55,1135952.4,0.75,7031223.52,171.74,Retail,Asia,Small,Private
413800.76,233912.78,179887.98,553617.89,337067.13,0.61,16280110.05,74.95,Healthcare,Africa,Medium,Private
452278.89,287180.61,165098.28,455265.6,103875.13,0.23,5886615.96,136.04,Manufacturing,North America,Medium,Listed
553682.65,354686.7,198995.95,1487224.43,1068212.76,0.72,9886674.59,182.74,Healthcare,North America,Medium,Listed
550190.2,347071.73,203118.47,998872.36,640226.85,0.64,7105969.91,157.89,Healthcare,Europe,Medium,Private
334363.89,166141.75,168222.14,877501.0,287575.31,0.33,4035846.3,198.4,Technology,Africa,Small,Listed
637131.28,356477.24,280654.04,1627058.41,1258663.92,0.77,9490605.93,76.26,Retail,Asia,Small,Listed
372161.29,135631.15,236530.14,1292432.66,515946.89,0.4,10302066.18,165.55,Finance,North America,Small,Listed
468744.73,223930.8,244813.93,820199.64,444705.22,0.54,8744797.48,188.27,Finance,Europe,Medium,Listed
637354.81,442519.95,194834.86,946245.75,354395.23,0.37,15002176.52,135.86,Manufacturing,North America,Small,Private
371635.72,146073.93,225561.79,1429564.54,971379.85,0.68,6200580.25,130.76,Finance,South America,Large,Private
386129.72,230914.95,155214.77,614569.68,347193.6,0.56,11807564.97,217.42,Technology,Asia,Large,Private
